"No_";"Posting Date";"Currency Code";"Currency Factor";"Payment Discount _";"Sell-to Customer No_"
"FVV151152";"23-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1067"
"FVV151153";"23-06-2015";;"0,00000000000000000000";"3,00000000000000000000";"CLI43088015"
"FVV151154";"23-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1509"
"FVV151155";"23-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1358"
"FVV151156";"24-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151157";"24-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1417"
"FVV151158";"24-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1474"
"FVV151159";"24-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1571"
"FVV151160";"25-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1108"
"FVV151161";"25-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1647"
"FVV151162";"25-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1647"
"FVV151163";"25-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1131"
"FVV151164";"25-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI063"
"FVV151165";"25-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43090155"
"FVV151166";"25-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1638"
"FVV151167";"25-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1652"
"FVV151168";"25-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43060050"
"FVV151169";"25-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1132"
"FVV151170";"25-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1556"
"FVV151171";"25-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1247"
"FVV151172";"25-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1365"
"FVV151173";"25-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1266"
"FVV151174";"26-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43009095"
"FVV151175";"26-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43046245"
"FVV151176";"26-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1330"
"FVV151177";"26-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1100"
"FVV151178";"26-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1655"
"FVV151179";"26-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43008200"
"FVV151180";"26-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43033250"
"FVV151181";"26-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1585"
"FVV151182";"26-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43031120"
"FVV151183";"26-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43090130"
"FVV151184";"26-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151185";"26-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151186";"26-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151187";"26-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43015330"
"FVV151188";"26-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151189";"26-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1627"
"FVV151190";"26-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1626"
"FVV151191";"26-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1628"
"FVV151192";"29-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43065065"
"FVV151193";"25-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1494"
"FVV151194";"29-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1401"
"FVV151195";"29-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1401"
"FVV151196";"29-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43099160"
"FVV151197";"29-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1563"
"FVV151198";"29-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI004"
"FVV151199";"29-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1634"
"FVV151200";"29-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1544"
"FVV151201";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1441"
"FVV151202";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1610"
"FVV151203";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1622"
"FVV151204";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43003325"
"FVV151205";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1642"
"FVV151206";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43003515"
"FVV151207";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1157"
"FVV151208";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43003500"
"FVV151209";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1330"
"FVV151210";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1432"
"FVV151211";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1357"
"FVV151212";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43099570"
"FVV151213";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1375"
"FVV151214";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1375"
"FVV151215";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1560"
"FVV151216";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1330"
"FVV151217";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1324"
"FVV151218";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI430100804"
"FVV151219";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43046245"
"FVV151220";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1278"
"FVV151221";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1509"
"FVV151222";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151223";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151224";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1627"
"FVV151225";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1628"
"FVV151226";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1640"
"FVV151227";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43056125"
"FVV151228";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1577"
"FVV151229";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151230";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151231";"01-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1494"
"FVV151232";"01-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1568"
"FVV151233";"02-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1556"
"FVV151234";"02-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1390"
"FVV151235";"02-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1562"
"FVV151236";"02-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1314"
"FVV151237";"02-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43060050"
"FVV151238";"02-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43065065"
"FVV151239";"02-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1492"
"FVV151240";"02-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1338"
"FVV151241";"03-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1516"
"FVV151242";"03-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1602"
"FVV151243";"03-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1658"
"FVV151244";"03-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1357"
"FVV151245";"03-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI004"
"FVV151246";"03-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI002"
"FVV151247";"03-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1556"
"FVV151248";"03-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43033250"
"FVV151249";"03-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1607"
"FVV151250";"03-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43011060"
"FVV151251";"03-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43001050"
"FVV151252";"03-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1630"
"FVV151253";"08-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43099225"
"FVV151254";"08-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1509"
"FVV151255";"08-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1568"
"FVV151256";"08-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI103"
"FVV151257";"08-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1401"
"FVV151258";"09-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1614"
"FVV151259";"09-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1556"
"FVV151260";"09-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1314"
"FVV151261";"09-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43065065"
"FVV151262";"10-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI115"
"FVV151263";"10-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43030162"
"FVV151264";"10-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1100"
"FVV151265";"10-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43003325"
"FVV151266";"10-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43008200"
"FVV151267";"10-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43002020"
"FVV151268";"10-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1594"
"FVV151269";"10-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1655"
"FVV151270";"10-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1247"
"FVV151271";"10-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151272";"10-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1606"
"FVV151273";"10-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1606"
"FVV151274";"10-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1606"
"FVV151275";"10-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43046245"
"FVV151276";"10-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43012120"
"FVV151277";"10-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43060050"
"FVV151278";"10-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1172"
"FVV151279";"10-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1654"
"FVV151280";"13-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151281";"13-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1375"
"FVV151282";"13-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1375"
"FVV151283";"14-07-2015";"USD";"1,08000000000000000000";"0,00000000000000000000";"CLI1508"
"FVV151284";"14-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1627"
"FVV151285";"14-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1628"
"FVV151286";"14-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1626"
"FVV151287";"14-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151288";"14-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151289";"14-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151290";"14-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151291";"14-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1071"
"FVV151292";"14-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1247"
"FVV151293";"14-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1534"
"FVV151294";"15-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI108"
"FVV151295";"15-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI087"
"FVV151296";"15-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1628"
"FVV151297";"15-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1492"
"FVV151298";"15-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43078050"
"FVV151299";"15-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1628"
"FVV151300";"15-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1568"
"FVV151301";"15-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1591"
"FVV151302";"15-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151303";"15-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1042"
"FVV151304";"17-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43033250"
"FVV151305";"01-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1450"
"FVV151306";"16-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151307";"16-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1017"
"FVV151308";"16-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1581"
"FVV151309";"16-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1390"
"FVV151310";"16-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1500"
"FVV151311";"16-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1500"
"FVV151312";"16-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1500"
"FVV151313";"16-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1417"
"FVV151314";"16-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1401"
"FVV151315";"16-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1634"
"FVV151316";"16-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1474"
"FVV151317";"16-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151318";"17-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1100"
"FVV151319";"17-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1366"
"FVV151320";"17-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1655"
"FVV151321";"17-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43003485"
"FVV151322";"17-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43046245"
"FVV151323";"17-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43043050"
"FVV151324";"17-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1624"
"FVV151325";"17-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1432"
"FVV151326";"17-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1509"
"FVV151327";"17-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1314"
"FVV151328";"17-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43008200"
"FVV151329";"17-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43088085"
"FVV151330";"17-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1042"
"FVV151331";"20-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1653"
"FVV151332";"20-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151333";"20-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151334";"20-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151335";"20-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151336";"20-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151337";"20-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1596"
"FVV151338";"29-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1494"
"FVV151339";"21-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43079190"
"FVV151340";"21-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1314"
"FVV151341";"21-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1627"
"FVV151342";"21-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1627"
"FVV151343";"21-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43099570"
"FVV151344";"21-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1628"
"FVV151345";"21-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43099160"
"FVV151346";"21-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1365"
"FVV151347";"21-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1540"
"FVV151348";"21-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1634"
"FVV151349";"21-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI087"
"FVV151350";"22-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1628"
"FVV151351";"22-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1626"
"FVV151352";"22-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1568"
"FVV151353";"22-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1474"
"FVV151354";"22-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43088210"
"FVV151355";"22-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1556"
"FVV151356";"22-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43056210"
"FVV151357";"23-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43099320"
"FVV151358";"23-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1537"
"FVV151359";"23-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1634"
"FVV151360";"23-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43077110"
"FVV151361";"23-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43065065"
"FVV151362";"23-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1055"
"FVV151363";"23-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1401"
"FVV151364";"23-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI103"
"FVV151365";"23-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1647"
"FVV151366";"23-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1132"
"FVV151367";"23-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1568"
"FVV151368";"24-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1330"
"FVV151369";"24-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43008200"
"FVV151370";"24-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43036370"
"FVV151371";"24-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43017100"
"FVV151372";"24-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1100"
"FVV151373";"24-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43018270"
"FVV151374";"24-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43036010"
"FVV151375";"24-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43006146"
"FVV151376";"24-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43033250"
"FVV151377";"24-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43009095"
"FVV151378";"24-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43012120"
"FVV151379";"24-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1432"
"FVV151380";"24-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1618"
"FVV151381";"24-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43076130"
"FVV151382";"24-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43099030"
"FVV151383";"24-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151384";"27-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43090130"
"FVV151385";"30-06-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1450"
"FVV151386";"27-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1556"
"FVV151387";"27-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151388";"27-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151389";"27-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151390";"27-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151391";"27-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43065065"
"FVV151392";"27-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1375"
"FVV151393";"27-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1375"
"FVV151394";"27-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1407"
"FVV151395";"27-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1401"
"FVV151396";"28-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151397";"28-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1606"
"FVV151398";"28-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1588"
"FVV151399";"28-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1626"
"FVV151400";"28-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1627"
"FVV151401";"28-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1628"
"FVV151402";"28-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1160"
"FVV151403";"28-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1417"
"FVV151404";"28-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1571"
"FVV151405";"29-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1591"
"FVV151406";"29-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1568"
"FVV151407";"29-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43087150"
"FVV151408";"29-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1474"
"FVV151409";"29-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1358"
"FVV151410";"29-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1509"
"FVV151411";"29-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1358"
"FVV151412";"29-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43099570"
"FVV151413";"29-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43088065"
"FVV151414";"29-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1561"
"FVV151415";"29-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI004"
"FVV151416";"29-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43077105"
"FVV151417";"29-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI063"
"FVV151418";"29-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1562"
"FVV151419";"29-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43099200"
"FVV151420";"30-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1594"
"FVV151421";"30-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1501"
"FVV151422";"30-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43015330"
"FVV151423";"30-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1281"
"FVV151424";"30-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43046245"
"FVV151425";"30-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1577"
"FVV151426";"30-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1100"
"FVV151427";"30-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43018300"
"FVV151428";"30-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1627"
"FVV151429";"30-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1314"
"FVV151430";"30-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1247"
"FVV151431";"30-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI118"
"FVV151432";"30-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI108"
"FVV151433";"31-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1431"
"FVV151434";"31-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43067020"
"FVV151435";"31-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1610"
"FVV151436";"31-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1608"
"FVV151437";"31-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1441"
"FVV151438";"31-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1390"
"FVV151439";"31-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43003500"
"FVV151440";"31-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43003405"
"FVV151441";"31-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43003515"
"FVV151442";"31-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1330"
"FVV151443";"31-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI43008200"
"FVV151444";"31-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1574"
"FVV151445";"31-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1645"
"FVV151446";"31-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1568"
"FVV151447";"31-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1509"
"FVV151448";"31-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI063"
"FVV151449";"31-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1503"
"FVV151450";"31-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1155"
"FVV151451";"31-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1214"
"FVV151452";"31-07-2015";;"0,00000000000000000000";"0,00000000000000000000";"CLI1560"
